id,codigo_producto,referencia,descripcion,subtipo_anterior,subtipo_nuevo
7059,F1038057,BON JOUR UNPLUG 2.5W 27K C9 CR,BON JOUR UNPLUG 2.5W 2700K 136LM DIRECTA 90CRI IP20 CROMO,DECORATIVO,DECORATIVA
7062,F1042015,BON JOUR VERSAILLES S 3.5W 27K C9 CHROME,BON JOUR VERSAILLES SMALL 3.5W 2700K 136LM DIRECTA 90CRI IP20 CHROME,DECORATIVO,DECORATIVA
7063,F1042057,BON JOUR VERSAILLES S 3.5W 27K C9 COPPER,BON JOUR VERSAILLES SMALL 3.5W 2700K 136LM DIRECTA 90CRI IP20 COPPER,DECORATIVO,DECORATIVA
7081,F1318000,CAJA INSTALACION CAMOUFLAGE,ACC INSTALACION LUMINARIA CAMOUFLAGE,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
7099,F1571000,CLARA FREGIO TR,ACCESORIO CLARA FREGIO TRANSPARENT,ACCESORIOS,ACCESORIO
7100,F1571015,CLARA FREGIO CP,ACCESORIO CLARA FREGIO COPPER,ACCESORIOS,ACCESORIO
7101,F1571030A,CLARA FREGIO BL,ACCESORIO CLARA FREGIO BLACK FUMÉE,ACCESORIOS,ACCESORIO
7102,F1571057,CLARA FREGIO CH,ACCESORIO CLARA FREGIO CHROME,ACCESORIOS,ACCESORIO
7103,F1583009,CLESSIDRA 20°+20° 10W 3K C80 WH,"LUM DECORATIVA DE SOBREPONER EN PARED LED INTERIOR-EXTERIOR DE 2.42MM x .76 MM INSTALACION EN PARED, 10W 812LM, DIFUSOR DIRECTO/INDIRECTO  3000K CRI80 100-240VAC DIM 0-10V, COLOR BLANCO IP55",DECORATIVO,DECORATIVA
7106,F1584006,CLESSIDRA 40°+40° 10W 3K C80 GR,"LUM DECORATIVA DE SOBREPONER EN PARED LED INTERIOR-EXTERIOR DE 2.42MM x .76 MM INSTALACION EN PARED, 10W 812LM, DIFUSOR DIRECTO/INDIRECTO  3000K CRI80 100-240VAC DIM 0-10V, COLOR GREYIP55",APLIQUES,APLIQUE
7107,F1584009,CLESSIDRA 40°+40° 10W 3K C80 WH,"LUM DECORATIVA DE SOBREPONER EN PARED LED INTERIOR-EXTERIOR DE 2.42MM x .76 MM INSTALACION EN PARED, 10W 812LM, DIFUSOR DIRECTO/INDIRECTO  3000K CRI80 100-240VAC DIM 0-10V, COLOR BLANCO IP55",APLIQUES,APLIQUE
7108,F1584018,CLESSIDRA 40°+40° 10W 3K C80 BR,"LUM DECORATIVA DE SOBREPONER EN PARED LED INTERIOR-EXTERIOR DE 2.42MM x .76 MM INSTALACION EN PARED, 10W 812LM, DIFUSOR DIRECTO/INDIRECTO  3000K CRI80 100-240VAC DIM 0-10V, COLOR BROWN IP55",APLIQUES,APLIQUE
7109,F1584057,CLESSIDRA 40°+40° 10W 3K C80 CR,"LUM DECORATIVA DE SOBREPONER EN PARED LED INTERIOR-EXTERIOR DE 2.42MM x .76 MM INSTALACION EN PARED, 10W 812LM, DIFUSOR DIRECTO/INDIRECTO  3000K CRI80 100-240VAC DIM 0-10V, COLOR CHROME IP55",APLIQUES,APLIQUE
7116,F1952015,LUM COPYCAT 16W 27K C83 COP,"LUM DECORATIVA DE MESA COPYCAT LED INTERIOR DE, 16W 900LM, 2700K CRI83 COLOR COPPER IP20",APLIQUES,APLIQUE
7117,F1952030,LUM COPYCAT 16W 27K C83 BL,"LUM DECORATIVA DE MESA COPYCAT LED INTERIOR DE, 16W 900LM, 2700K CRI83 COLOR BLACK IP20",APLIQUES,APLIQUE
7118,F2400030,LUM FOGLIO 10W 27K BLACK,"LUM FOGLIO DECORATIVA LED INTERIOR DE, 10W 965LM, 2700K BLACK IP20",APLIQUES,APLIQUE
7119,F2400057,LUM FOGLIO 10W 27K CHROME,"LUM FOGLIO DECORATIVA LED INTERIOR DE, 10W 965LM, 2700K CHROME IP20",APLIQUES,APLIQUE
7120,F2410000,LUM FUCSIA 4W 27K GLASS,"LUM FUCSIA DECORATIVA LED INTERIOR DE, 4W 360LM, 2700K GLASS IP20",DECORATIVO,DECORATIVA
7121,F2410800,FUCSIA 1,"LUM DECORATIVA LED INTERIOR RD SUSPENDER 4W E14 360LMLM 2700K 90CRI NO DIM 120V VIDRIO IP20. Design by Achille Castiglioni, 1996.",DECORATIVO,DECORATIVA
7122,F2411000,LUM FUCSIA 3 4W 27K GLASS,"LUM FUCSIA DECORATIVA LED INTERIOR DE, 4W 360LM, 2700K GLASS IP20",DECORATIVO,DECORATIVA
7123,F2412000,LUM FUCSIA 8 4W 27K GLASS,"LUM FUCSIA 8 DECORATIVA LED INTERIOR DE, 4W 360LM, 2700K GLASS IP20",DECORATIVO,DECORATIVA
7124,F2413000,LUM FUCSIA 12 4W 27K GLASS,"LUM FUCSIA 12 DECORATIVA LED INTERIOR DE, 4W 360LM, 2700K GLASS IP20",DECORATIVO,DECORATIVA
7125,F2500000,LUM FRISBI 8W 27K CHROME,"LUM FRISBI DECORATIVA LED INTERIOR DE, 8W 740LM, 2700K CHROME IP20",DECORATIVO,DECORATIVA
7126,F2520009,LUM GAKU WIL 2W 27K WHITEC9,"LUM GAKU WIRELESS DECORATIVA LED INTERIOR DE 2W 120LM, 2700K 90CRI WHITE IP20",DECORATIVO,DECORATIVA
7127,F2520030,LUM GAKU WIL 2W 27K BLACK C9,"LUM GAKU WIRELESS DECORATIVA LED INTERIOR DE 2W 120LM, 2700K 90CRI BLACK IP20",DECORATIVO,DECORATIVA
7128,F2521009,LUM GAKU WIR 5.5W 27K WHITE,"LUM GAKU WIRE DECORATIVA LED INTERIOR DE 5.5W 100LM, 2700K 90CRI WHITE IP20",DECORATIVO,DECORATIVA
7129,F2521030,LUM GAKU WIR 5.5W 27K BLACK,"LUM GAKU WIRE DECORATIVA LED INTERIOR DE 5.5W 100LM, 2700K 90CRI BLACK IP20",DECORATIVO,DECORATIVA
7130,F2522009,GAKU BOWL WHITE,ACCESORIO GAKU BOWL WHITE,ACCESORIOS,ACCESORIO
7131,F2522030,GAKU BOWL BLACK,ACCESORIO GAKU BOWL BLACK,ACCESORIOS,ACCESORIO
7132,F2523009,GAKU VASE WHITE,ACCESORIO GAKU VASE WHITE,ACCESORIOS,ACCESORIO
7133,F2523030,GAKU VASE BLACK,ACCESORIO GAKU VASE BLACK,ACCESORIOS,ACCESORIO
7134,F2524009,GAKU KEY BOWL WHITE,ACCESORIO GAKU KEY BOWL WHITE,ACCESORIOS,ACCESORIO
7135,F2524030,GAKU KEY BOWL BLACK,ACCESORIO GAKU KEY BOWL BLACK,ACCESORIOS,ACCESORIO
7136,F2525009,GAKU BOOKEND WHITE,ACCESORIO GAKU BOOKEND WHITE,ACCESORIOS,ACCESORIO
7137,F2525030,GAKU BOOKEND BLACK,ACCESORIO GAKU BLACK,ACCESORIOS,ACCESORIO
7138,F2526009,GAKU MIRROR WHITE,ACCESORIO GAKU MIRROR WHITE,ACCESORIOS,ACCESORIO
7139,F2526030,GAKU MIRROR BLACK,ACCESORIO GAKU MIRROR BLACK,ACCESORIOS,ACCESORIO
7140,F2601009,LUM GATTO 8W 27K COCOON,"LUM GATTO DECORATIVA LED INTERIOR DE, 8W 740LM, 2700K COCOON IP20",DECORATIVO,DECORATIVA
7141,F2701009,LUM GATTO PICCOLO 8W 3K CO,"LUM GATTO PICCOLO DECORATIVA LED INTERIOR DE, 8W 800LM, 3000K COCOON IP20",DECORATIVO,DECORATIVA
7148,F3021000,LUM GLO-BALL BS 1 13W 3K WHITE,"LUM GLO-BALL BS 1 LED INTERIOR DE, 13W 1400LM, 3000K WHITE IP40",DECORATIVO,DECORATIVA
7151,F3026000,LUM GLO-BALL BS 2 13W 3K WHITE,"LUM GLO-BALL BASIC 2 LED INTERIOR DE, 13W 1400LM, 3000K WHITE IP40",DECORATIVO,DECORATIVA
7188,F3190009,BUTTON HL 3W 27K C9,LUM BUTTON HL 3W 2700K 290LM DIRECTA 90CRI IP20,DECORATIVO,DECORATIVA
7214,F3331009,LUM GLO-BALL B.Z.S 2 8W 3K WHITE,"LUM GLO-BALL BASIC SERO SWITCH LED INTERIOR DE, 8W 800LM, 3000K WHITE IP40",DECORATIVO,DECORATIVA
7246,F3SUECB,FIL35 ACC. SUR END COVER BK,ACCESORIO PARA ESTRUCTURA FIL 35 SUR TAPA FINAL DIMENSIONES: 37X80.5X3MM NEGRO.,ACCESORIOS,ACCESORIO
7288,F4JO,FIL45 ACC. INTM JOINT B,ACCESORIO PARA ESTRUCTURA FIL 45 TIPO UNION INTERMEDIA PARA LINEA CONTINUA NEGRO,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
7289,F4REECB,FIL45 ACC. REC END COVER BK,ACCESORIO PARA ESTRUCTURA FIL 45 REC TAPA FINAL DIMENSIONES: 55X76.9X3MM NEGRO.,ACCESORIOS,ACCESORIO
7291,F4SUECB,FIL45 ACC. SUR END COVER BK,ACCESORIO PARA ESTRUCTURA FIL 45 SUR TAPA FINAL DIMENSIONES: 47X81X3MM NEGRO.,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
7293,F4SUECW,FIL 45 ACC. SUR END COVER WH,ACCESORIOS TAPA FINAL PARA ESTRUCTURA FIL 45,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
7294,F4SUWIDE1000G,FIL45 ACC. QUICK STEEL CABLE 1M NK.,ACCESORIO PARA ESTRUCTURA FIL 45 TIPO SUSPENSION DE RAPIDA REGULACION CON CABLE DE ACERO REGULABLE HASTA 1000MM DE LARGO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
7300,F52RC120HOOP830NW,FIL LED 40.6W 3K C8 WH,LUM LINEAL LED INTERIOR DIMENSIONES: 1147 X 52 X 80 MM EMPOTRAR 40.6W 3566LM OPTICA GENERAL 3000K 80CRI 220-240V 50/60Hz NO DIM L80 B10 70KHRS BLANCO IP42 IK07 BLANCO,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
7309,F52RC170HOOP830NW,FIL LED 61W 3K C8 WH,LUM LINEAL LED INTERIOR DIMENSIONES: 1700X66X80 MM SUSPENDER/SOBREPONER 61W 5349LM OPTICA GENERAL 3000K 80CRI 220-240V 50/60Hz 50KHRS L80 B10 BLANCO IP42 IK07,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
7390,F5JO,ACC. INTM JOINT,ACCESORIO DE UNIÓN PARA LUMINARIAS LINEALES LAMP.,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
7391,F5REECB,F5REECB,FIL ACC. REC END COVER BK.,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
7392,F5REECW,FIL 50 ACC. REC END COVER WH,FIL 50 ACC. REC END COVER WH ACCESORIO TAPA FINAL 67.25X66.3X12MM ALUMINIO ACABADO BLANCO MATE RAL9010 CE,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
7393,F5SUECB,F5SUECB,TAPA FIL ACC SUS END COVER PC BK,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
7394,F5SUECG,FIL 50 ACC. SUS END COVER PC WH,TAPAS FINALES PARA LINEALES,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
7395,F5SUECW,FIL 50 ACC. SUS END COVER PC WH,TAPAS FINALES PARA LINEAL FIL 50 SUSPENDIDA/SOBREPUESTA BLANCO,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
7446,F6481030,STRING LIGHT CONE LED 21W 2700K 93CRI BLACK,,DECORATIVO,DECORATIVA
7448,F6484030,FLOOR SWITCH PARA INS DE 2 CABEZALES,FLOOR SWITCH PARA LA INSTALACIÓN DE DOS CABEZALES COMO MÁXIMO CON DOS DÍAS DE SALIDA POSIBLES PARA EL CABLE,ACCESORIOS,ACCESORIO
7449,F6485030,CABLE CONEXIÓN SUPLEMENTARIO,CABLE DE CONEXIÓN SUPLEMENTARIO PARA REALIZAR CONFIGURACIONES PERSONALIZADAS,ACCESORIOS,ACCESORIO
7451,F6491030,"STRING LIGHT-CABEZAL C, 21W 2700K 93CRI BLACK",LUM STRING LIGHT-CABEZAL CÓNICO-CALBE 22MT DECORATIVA LED INTERIOR DE SUSPENDER 21W 1033LM  2700K 93CRI BLUETOOTH CONTROL 100-240/48V IP20 BLACK,DECORATIVO,DECORATIVA
7490,F71SF120HOOP830NW,FIL LED 28W 3K C8 WH,"LUM LINEAL LED INTERIOR SUSPENDER/SOBREPONER 28W 3370LM
OPTICA GENERAL 3000K 80CRI 120VAC  L70 50KHrs BLANCA IP42 IK07",ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
7491,F71SF170HOOP830NW,FIL LED 41W 3K C8 WH,LUM LINEAL LED INTERIOR 170CM SUSPENDER/SOBREPONER 41W 5055LM GENERAL 3000K 80CRI 120VAC L70 50KHRS NEGRO IP42 IK07,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
7540,F990C00A000,CONN IP68,CONNETTORE 2 VIE A POLI IP 68 ACQUA STOP,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
7564,FCJS-010,POWERPACK FC 0-10V VIVE,POWPAK. CONTROL DE ILUMINACIÓN  CONTROL INALÁMBRICO DE ARTEFACTOS POWPAK PARA CONTROLADORES Y BALASTOS DE 0-10 V,ACTUADORES,ACTUADOR
7565,FCS 7TSN DBL,"FRESCO TOUCHSCREEN 0-10V,DALI, NLIGHT POWER PACKS",TOUCHSCREEN CONTROL,TOUCHSCREEN,TOUCH SCREEN
7586,FEX L24 7000LM FPFL MD MVOLT GZ10 50K 80CRI E10WLCP SPD10KV SBGR10 DWHXD CR,FEX L24 46.3W 50K C80 WH,LUM ÁREA CLASIFICADA LED INTERIOR DIMENSIONES: 719X129X147MM SUSPENDER/SOBREPONER 46.3W 5272LM ÓPTICA MEDIUM 5000K 80CRI MVOLT 120-277V DIM 0-10V BLANCO IP66 IK10 CON SENSOR DE OCUPACIÓN Y BATERÍA DE MERGENCIA 10W.,ÁREAS CLASIFICADAS,AREAS CLASIFICADAS
7587,FEX L24 7000LM FPFL MD MVOLT GZ10 50K 80CRI SPD10KV SBGR10 DWHXD CR,FEX L24 46.3W 50K C80 WH,LUM ÁREA CLASIFICADA LED INTERIOR DIMENSIONES: 719X129X147MM SUSPENDER/SOBREPONER 46.3W 5272LM ÓPTICA MEDIUM 5000K 80CRI MVOLT 120-277V DIM 0-10V BLANCO IP66 IK10 CON SENSOR DE OCUPACIÓN.,ÁREAS CLASIFICADAS,AREAS CLASIFICADAS
7588,FEX L24 7000LM FPFL WD MVOLT GZ10 50K 80CRI E10WLCP SPD10KV SBGR10 DWHXD CR,FEX L24 46.3W 50K C80 WH,LUM ÁREA CLASIFICADA LED INTERIOR DIMENSIONES: 719X129X147MM SUSPENDER/SOBREPONER 46.3W 5272LM ÓPTICA WIDE 5000K 80CRI MVOLT 120-277V DIM 0-10V BLANCO IP66 IK10 CON SENSOR DE OCUPACIÓN Y BATERÍA DE EMERGENCIA 10W.,ÁREAS CLASIFICADAS,AREAS CLASIFICADAS
7589,FEX L24 8000LM FGCL MD MVOLT GZ10 50K 80CRI DNAXD CR,FEX L24 8000LM FGCLL MD MVOLT GZ10 50K 80CRI DNAXD CR,LUMINARIA ÁREA CLASIFICADA LED INTERIOR DIMENSIONES: 719X129X147MM SUSPENDER/SOBREPONER 55W 6115LM ÓPTICA MEDIUM FLOOD 5000K 80CRI MVOLT 120-277V DIM 0-10V ACABADO ALUMINIO NATURAL IP66 IK10,ÁREAS CLASIFICADAS,AREAS CLASIFICADAS
7594,FEX L48 18000LM FPFL MD MVOLT GZ10 50K 80CRI E10WLCP SPD10KV SBGR10 DWHXD CR,FEX L48 121.8W 50K C80 WH,LUM ÁREA CLASIFICADA LED INTERIOR DIMENSIONES: 1328X129X147MM SUSPENDER/SOBREPONER 121.8W 13441LM ÓPTICA MEDIUM 5000K 80CRI MVOLT 120-277V DIM 0-10V BLANCO IP66 IK10 CON SENSOR DE OCUPACIÓN Y BATERÍA DE EMERGENCIA 10W.,ÁREAS CLASIFICADAS,AREAS CLASIFICADAS
7597,FHE L24 12000LM ACL MD MVOLT GZ10 40K  80CRI E10WLCP SPD,FHE 79W 4K WH E10WLCP SPD,LUM HERMÉTICA LED INTERIOR DE SOBREPONER 79W 12929LM ÓPTICA MEDIUM DISTRIBUTION 4000K 80CRI 120-277V DIM0-10V L80 72kHrs  ACABADO BLANCO IP 65-66 USO EN ZONAS HÚMEDAS Y PRODUCCIÓN DE ALIMENTOS CON EMERGENCIA 10W,HERMÉTICA,HERMETICA
7604,FHE L24 15000LM ACL MD MVOLT GZ10 40K 80 CRI,FHE 98W 4K WH,LUM HERMÉTICA LED INTERIOR DE SOBREPONER 98W 15631LM ÓPTICA MEDIUM DISTRIBUTION 4000K 80CRI 120-277V DIM0-10V L80 72kHrs  ACABADO BLANCO IP 65-66 USO EN ZONAS HÚMEDAS Y PRODUCCIÓN DE ALIMENTOS,HERMÉTICA,HERMETICA
7607,FHE L24 24000LM FST MD MVOLT GZ10 40K 80CRI,FHE 157W 4K WH,LUM HERMÉTICA LED INTERIOR DE SOBREPONER 157W 24212LM ÓPTICA MEDIUM DISTRIBUTION 4000K 80CRI 120-277V DIM 0-10V L80 72kHrs  IP 65-66 USO EN ZONAS HÚMEDAS Y PRODUCCIÓN DE ALIMENTOS,HERMÉTICA,HERMETICA
7609,FHE L24 9000LM ACL MD MVOLT GZ10 50K 80CRI,FHE 59W 5K WH,LUM HERMÉTICA LED INTERIOR DE SOBREPONER 59W 9678LM ÓPTICA MEDIUM DISTRIBUTION 5000K 80CRI 120-277V DIM0-10V L80 72kHrs  ACABADO BLANCO IP 65-66 USO EN ZONAS HÚMEDAS Y PRODUCCIÓN DE ALIMENTOS,HERMÉTICA,HERMETICA
7613,FHE L48 18000LM ACL MD MVOLT GZ10 40K 80CRI,FHE L48 115W 4K C80 WH,LUM FHE LED INTERIOR DE SOBREPONER 115W 20048LM ÓPTICA MEDIUM DISTRIBUTION 4000K 80CRI 120-277V NO DIM L80 72kHrs ACABADO BLANCO IP 65-66 USO EN ZONAS HÚMEDAS,HERMÉTICA,HERMETICA
7614,FHE L48 18000LM ACL MD MVOLT GZ10 40K 80CRI E10WLCP SPD,FHE L48 115W 4K C80 WH E10WLCP SPD,LUM FHE LED INTERIOR DE SOBREPONER 115W 20048LM ÓPTICA MEDIUM DISTRIBUTION 4000K 80CRI 120-277V NO DIM L80 72kHrs ACABADO BLANCO IP 65-66 USO EN ZONAS HÚMEDAS CON EMERGENCIA 10W,HERMÉTICA,HERMETICA
7637,FMML 13 840 WL,VERSI LITE 13 LED 28W 4K C8 WH,LUM DOWNLIGHT LED INTERIOR RD DE SOBRPEONER 28W 1749LM 4000K 80CRI 50Hrs WH,Empotrar,EMPOTRAR
7640,FMML 7 840 WL,LED Versi Lite,LUMINARIA DOWNLIGHT DE SOBREPONER CRI 80 4000K,Empotrar,EMPOTRAR
7652,FU009330,MULTIPLE ROSE BL,ROSETA DE TECHO PARA LA INSTALACIÓN DE 3 CABEZALES,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
7656,FU101104,BIBLIOTHEQUE 150W 3K C9 ALUMINIUM,LUM BIAGIO INTERIOR 150W 3000K 2452LM DIRECTA 90CRI GREY IP20 ALUMINIUM,DECORATIVO,DECORATIVA
7657,FU101107,BIBLIOTHEQUE 150W 3K C9 FUMEE,LUM BIAGIO INTERIOR 150W 3000K 2452LM DIRECTA 90CRI GREY IP20 FUMEE,DECORATIVO,DECORATIVA
7658,FU101130.,BIBLIOTHEQUE 150W 3K C9 FUMEE,LUM BIAGIO INTERIOR 150W 3000K 2452LM DIRECTA 90CRI GREY IP20 FUMEE,DECORATIVO,DECORATIVA
7659,FU101146,BIBLIOTHEQUE 150W 3K C9 BRONCE,LUM BIAGIO INTERIOR 150W 3000K 2452LM DIRECTA 90CRI GREY IP20 ALUMINIZED BRONCE,DECORATIVO,DECORATIVA
7661,FU210109,LUM FANTASMA P 8W 3K C83 COCOON,"LUM DECORATIVA DE MESA FANTASMA PICCOLO LED INTERIOR DE, 8W 740LM, 3000K COLOR COCOON IP20",APLIQUES,APLIQUE
7662,FU220109,LUM FANTASMA 8W 3K C83 COCOON,"LUM DECORATIVA DE MESA FANTASMA LED INTERIOR DE, 8W 780LM, 3000K COLOR COCOON IP20",APLIQUES,APLIQUE
7668,FU317559,FU317559,IC LIGHTS S1 UL OTT,DECORATIVO,DECORATIVA
7669,FU317659,FU317659,LUM DECORATIVA - LUM INTERIOR RD DESCOLGAR DIMENCIONES ø300X702mm E27 2700K 220-250V/50-60Hz ORO24K IP20 IK05,SUSPENCIÓN,SUSPENSION
7701,GAREBOB,GAP ACC. REC BOX,ACCESORIO INSTALACIÓN,ACCESORIO DE INSTALACIÓN,ACCESORIO DE INSTALACION
7765,HD1SR20FL830NBB,HANCE SEMI-REC 2000 WW 18W 3K C8 BL,LUM DOWNLIGHT LED COB INTERIOR RD INCRUSTAR 18W 1445LM OPTICA 36º 3K 80CRI 120V NO DIM 50kHrs NEGRO IP 20,DOWNLIGHTS,DOWNLIGHT
7854,HMLED3 PK4 50K MVOLT  A AN,HMAO LED lll 627W 5K TYPE AN,LUM HMAO EXTERIOR HIGHT MAST 627W 89.694LM AN 5000K 70CRI 120-277VAC 1000.000HRS NEGRO IP66,HIGHT MAST,HIGH MAST
7855,HMLED3 PK4 50K MVOLT  A AN. MT,HMAO LED lll 627W 5K TYPE AN,LUM HMAO EXTERIOR HIGHT MAST 627W 89.694LM AN 5000K 70CRI 120-277VAC 1000.000HRS NEGRO IP66,HIGHT MAST,HIGH MAST
7862,HMRL 8L 2 AS,HMRL 8L 2 AS,LUM AREAS CLASIFICADAS  LED INTERIOR SQ SUSPENDER 55W 5000K 120V-277V,ILUMINACION DE AREAS CLASIFICADAS,AREAS CLASIFICADAS
7863,HMRL 8L 4 AS,HMRL 8L 4 AS,LUM AREAS CLASIFICADAS  LED INTERIOR SQ SUSPENDER 74W 8000LM GENERAL 80CRI 5000K 120V-277V,ILUMINACION DE AREAS CLASIFICADAS,AREAS CLASIFICADAS
7864,HNL610 MVOLT LED30 FW,HNL610 MVOLT LED30 FW,"LUMINARIA STEP LIGHT HEALTHCARE LED INTERIOR SQ DE EMPOTRAR 1,20W 39LM 3000K 80CRI 120-277V 50kHrs ACABADO BLANCO",HEALTCARE,HEALTHCARE
7865,HNLS11 SQU MVOLT LT 40K WL MWAM,HNLS11 SQU MVOLT LT 40K WL MWAM,"LUMINARIA TIPO STEP LIGHT LED INTERIOR CUADRADO DIMENSIONES: 12X12CM DE EMPOTRAR 3W 54LM ALCANCE DE LA LUZ 2,5MTS PARA ZONAS HUMEDAS ACABADO BLANCO MATE PINTURA ANTIMICROBIANA",STEPLIGHT,STEP LIGHT
7887,HPW324 MVOLT LED35 0U1DMT FW,HPW324 MVOLT LED35 0U1DMT FW,LUMINARIA CLEANROOM LED INTERIOR LONGITUD 60CM 12.2W 1284LM 3500K 80CRI 120-277V DIM 0-10V 50kHrs ACABADO BLANCO TEXTURIZADO,HEALTCARE,HEALTHCARE
7889,HQ-LV21-120,GABINETE BAJO VOLTAJE,GABINETE BAJO VOLTAJE PARA PROCESADOR O INTERFACEZ HWQS  120V. PARA DOS PROCESADORES O DISPOISITOVS DE INTERFASE DE SISTEMA Y CINCO TABLAS DE CABLEADO,TABLEROS,TABLERO
7891,HQ1-CONNECT1-PKG,PAQUETE DE PROCESADOR - CONNECT BRIDGE,"MODULO CONTROLADOR, CON PROCESADOR QUE PERMITE CONTROL HORARIO Y GENERACIÓN DE CONDICIONALES PARA LA CREACIÓN DE ESCENAS AUTOMÁTICAS DE ACUERDO VARIABLES COMO ENTRADAS, SENSORES Y HORARIOS.",CONTROLADORES,CONTROLADOR
7900,HQR-T10RL-WH,BOTONERA DE MESA 10B,BOTONERA DE MESA HOMEWORKS 10 BOTONES CON APAGADO MAESTRO Y R/L,BOTONERAS,BOTONERA
7910,HQWAS-G,TECLADO HOMEWORKS,TECLADO CON LED DE ESTADO VERDE Y LUZ DE FONDO SIN PLACA FRONTAL,TECLADOS,TECLADO
7914,HQWT-U-P4W-CWH,HQWT-U-P4W-CWH,PALLADIOM HWQS US 4B CWH PRE ENGRAVED KEYPAD,BOTONERAS,BOTONERA
7930,HS1TK10SP830NBB,HANCE 220 LED 8W 3K C8 BL,LUMINARIA SPOTS LED INTERIOR RD ø65 x 190MM DE RIEL 8W 773LM OPTICA SPOT 3000K  80CRI 50kHrs NEGRO IP20,SPOTS,SPOT
7931,HS1TK20FL830DBB,HANCE TRACK 220 18W 3K C8 DALI BL,LUM SPOTS LED COB INTERIOR RD DE RIEL 18W 1445LM ÓPTICA DE 36º 3000K 80CRI 120-240VAC DALI NEGRO IP20,SPOTS,SPOT
7936,HS1TK30FL830NBB,HANCE TRACK 220 25W 3K C8 BL,LUM SPOTS LED COB INTERIOR RD DE RIEL 25W 2740LM ÓPTICA DE 32º 3000K 80CRI 120-240VAC NEGRO IP20,SPOTS,SPOT
7940,HSSL75,ACC SOFT LENS,ACCESORIO PARA PROYECTOR MODELO HANCE 3000/4000 A,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
7941,HSTL 1X4 F MVOLT SYD ALM 5000LM 50K 95CRI DALI MIN10 IAW MWAM,HSTL 45W 5K C95 WH,LUMINARIA CLEANROOM LED DE INTERIOR DIMENSIONES: 30X120 DE EMPOTRAR 45W 3977LM 5000K 95CRI 120-277V DALI L70 100kHrs ACABADO BLANCO MATE,HEALTCARE,HEALTHCARE
7942,HSTL 2X2 F MVOLT SYD ALM 3000LM 50K 95CRI DALI MIN10 IAW MWAM,HSTL 27W 5K C95 WH,LUMINARIA CLEANROOM LED DE INTERIOR DIMENSIONES: 60X60 DE EMPOTRAR 27W 3269LM 5000K 95CRI 120-277V DALI L70 100kHrs ACABADO BLANCO MATE,HEALTCARE,HEALTHCARE
7952,HYA1000200,HYDRA LD N2 (110-127V),LUM EMERGENCIA LED INTERIOR 320x111x65MM SOBREPONER - NO PERMANENTE AUTONOMIA 1H BATERIA NiCd - 100LM - 110-127V 50/60Hz IP 42 IK04,EMERGENGIA,EMERGENCIA
7953,HYA1200200,HYDRA LD N6 (110-127V),LUM EMERGENCIA LED INTERIOR 320x111x65MM SOBREPONER - NO PERMANENTE AUTONOMIA 1H BATERIA NiCd - 250LM - 110-127V 50/60Hz IP 42 IK04,EMERGENGIA,EMERGENCIA
7954,HYK1000000,KES HYDRA,CAJA ESTANCA IP66 IK10 - APTA PARA EXTERIORES BAJO CUBIERTA - GRIS,EMERGENGIA,EMERGENCIA
7956,IBE 24000LM MDHEF ATL ND MVOLT GZ10 40K 80CRI DWH,IBE L24 18LM L/LENS MD MVOLT GZ10 50K 80CRI E15WCP DWH,LUM TIPO HIGH BAY TROFFER LED PARA INTERIOR FORMATO 60X60 DE EMPOTRAR 130W 24000LM OPTICA MEDIUM 4000K 80CRI MVOLT DIM 0-10V ACABADO BLANCO,HIGH  BAY TROFFER,HIGH BAY TROFFER
7957,IBE L22 MVOLT 50K,IBE L22 MVOLT 50K,IBE L24 22000LM L/LENS MD MVOLT GZ10 50K 80CRI DWH LED 107W 120-277V,HIGH  BAY TROFFER,HIGH BAY TROFFER
