id,codigo_producto,referencia,descripcion,subtipo_anterior,subtipo_nuevo
21,025010/26R1,SKAN 8W 3K C8 DIM WH,LUM DECORATIVA LED  INTERIOR SOBREPONER EN PISO  8W 0LM ÓPTICA SEMI DIRECTA 3000K 80 CRI 100-240 VAC DIM BLANCO IP20,DECORATIVO,DECORATIVA
22,025011/26R1,SKAN 8W 3K C8 DIM BL,LUM DECORATIVA LED  INTERIOR SOBREPONER EN PISO  8W 0LM ÓPTICA SEMI DIRECTA 3000K 80 CRI 100-240 VAC DIM NEGRO IP20,DECORATIVO,DECORATIVA
23,025037/26R1,SKAN 8W 3K C8 DIM RD,LUM DECORATIVA LED  INTERIOR SOBREPONER EN PISO  8W 0LM ÓPTICA SEMI DIRECTA 3000K 80 CRI 100-240 VAC DIM ROJO TERRA IP20,DECORATIVO,DECORATIVA
24,026010/15R1,SKAN 27W 27K C80 WH,"LUM DECORATIVA LED INTERIOR SOBREPONER EN PISO 3X9,2W 2464LM ÓPTICA INDIRECTA 2700K 80 CRI 110-240 VAC BLANCO IP20",DECORATIVO,DECORATIVA
25,026011/15R1,SKAN 27W 27K C80 BL,"LUM DECORATIVA LED INTERIOR SOBREPONER EN PISO 3X9,2W 2464LM ÓPTICA INDIRECTA 2700K 80 CRI 110-240 VAC NEGRO  IP20",DECORATIVO,DECORATIVA
98,03.0064.14ANT,THE BLACK LINE NT 12SPOTS 39W 3K C9 BL,LUM SYSTEMS LED  INTERIOR 100x14.6 DE EMPOTRAR EN CIELO 39W 2230LM OPTICA SIMETRICA 44º 3000K 90CRI NO DIM NEGRO IP20,SYSTEMS,SYSTEM
99,03.0080.14.11,MULTISPOT 1L LED 26W 3K C9 BL,MULTISPOT 26W 1L BLCK Z-16LEDFORT.ST MD 3K C90 125,DOWNLIGHTS,DOWNLIGHT
100,03.0081.14.11,MULTISPOT 1L LED 26W 3K C9 BL,MULTISPOT 26W 1L BLCK Z-16LEDFORT.ST MD 3K C90 125,DOWNLIGHTS,DOWNLIGHT
101,03.0113.14.11,MULTISPOT 2L LED 26W 3K C9 BL,MULTISPOT LED 2L BLCK Z-16FORT.ST SP 3K C90 26W 12,DOWNLIGHTS,DOWNLIGHT
102,03.0116.14.11,MULTISPOT LED 3L BL,MULTISPOT 26W 3L BLK Z16 LEDFT.ST SP-MD-SP3KC90 1,DOWNLIGHTS,DOWNLIGHT
110,03.0128.14.11,MULTISPOT 3L LED 26W 3K C9 BL,MULTISPOT 26W 3L BLK Z16 LEDFT.ST SP-MD-SP3KC90 1,DOWNLIGHTS,DOWNLIGHT
111,03.0129.14.11,MULTISPOT 26W 3L BL,MULTISPOT 26W 3L BLK Z16 LEDFT.ST SP-MD-SP3KC90 1,DOWNLIGHTS,DOWNLIGHT
112,03.0156.14.11,MULTISPOT 26W 2L BL,MULTISPOT LED 2L BLCK Z-16FORT.ST SP 3K C90 26W 12,DOWNLIGHTS,DOWNLIGHT
186,03.3971.14A,LED SQUAD SPOT 4W C8 BL,LUM SPOTS LED INTERIOR RD RIEL 4W 152LM OPTICA MEDIUM 3000K 80CRI NEGRO IP20,SPOTS,SPOT
286,03.6284.40,03.6284.40,"LUM  SPOTS LED INTERIOR RD PARA MONTAJE EN RIEL 12,5W 731LM OPTICA SPOT DE 25° ADJUSTABLE 3000K 90CRI 24V BLANCO IP20",SPOTS,SPOT
287,03.6287.14,SPOT 120 1-10V 14W 3K C9 BL,LUM SPOTS LED INTERIOR RD ø46 x 120MM PARA RIEL 14W 444LM OPTICA MEDIUM 33º DE APERTURA  3000K 90CRI 24V NEGRO IP20,SPOTS,SPOT
291,03.6302.14B,SPOT MODULE LED 8W 3K C9 BL,LUM SPOTS LED ARRAY INTERIOR RD SOBREPONER EN RIEL 8W 418LM OPTICA SPOT 14° 3000K 90CRI 24V NEGRO IP20,SPOTS,SPOT
307,03.7003.14.DA,LIGHT STRIPE TRACK LED 15W 3K C9 DALI BL,LUM SYSTEMS LED INTERIOR 600X34X72mm SOBREPONER 15W 880LM OPTICA 108° 3000K 90 CRI 24V DALI NEGRO IP20,SYSTEMS,SYSTEM
308,03.7005.14,LIGHT STRIPE 900MM 22.5W 3K C9 BL,LUM LIGHT STRIPE 900MM LED INTERIOR 90CM x 3.4CM x 7.2CM PARA MONTAJE EN RIEL 22.5W 1320LM CON ÓPTICA SIMÉTRICA  DE 108º 3000K 90CRI 24V NEGRO IP20,SYSTEMS,SYSTEM
310,03.7400.B7A,PLAFON LED REC  TRIM Ø48,ACCESORIOS PLAFON PARA LED RECESS TRIM Ø480MM 3K C90 RAL 90,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
317,03.8001.14.1V,03.8001.14.1V,"LUM SYSTEMS LED INTERIOR 60,2x1,5 DE RIEL 12W 383LM OPTICA SYMETRICA LUZ DIFUSA 2700K 90CRI 48V NEGRO IP20",SYSTEMS,SYSTEM
319,03.8002.14.DA,T.MAGNET EVO L.STRIPE 900 BK 48V 27K C90 T‐LED DALI,MODULO LINEAL PARA T.MAGNET LED INTERIOR 900MM PARA INSTALACIÓN EN RIEL 18W 570LM OPTICA SIMETRICA 109º 2700K 90CRI 48V NEGRO IP20,SYSTEMS,SYSTEM
320,03.8003.14.DA,T.MAGNET EVO L.STRIPE 1200BK 48V 27K C90 T‐LED DALI,MODULO LINEAL PARA T.MAGNET LED INTERIOR 1200MM PARA INSTALACIÓN EN RIEL 34W 776LM OPTICA SIMETRICA 109º 2700K 90CRI 48V NEGRO IP20,SYSTEMS,SYSTEM
321,03.8004.14.1V,LIGHT STRIPE 1500MM DIM 1-10V,LUM STRIP LIGHT LED DE INTERIOR LONGITUD 150CM 20W 957LM OPTICA LUZ DIFUSA 2700K 90CRI 48V DIM 1-10V IP20,SYSTEMS,SYSTEM
322,03.8005.14,LIGHT STRIPE 300MM 6W 3K C9 BL,LUM SYSTEMS LED INTERIOR PARA INSTALACION EN RIEL ON BOARD DIMMER 6W 202LM OPTICA SIMETRICA 109º 3000K 90CRI 48V NEGRO IP20,SYSTEMS,SYSTEM
323,03.8006.14,LIGHT STRIPE 600MM 12W 3K C9 BL,LUM SYSTEMS LED INTERIOR 602 PARA INSTALACION EN RIEL 12W 405LM OPTICA SIMETRICA 109º 3000K 90CRI 48V NEGRO IP20,SYSTEMS,SYSTEM
328,03.8008.14,LIGHT STRIPE 1200MM 24W 3K C9 BL,LUM LINEAL LED INTERIOR 1200MM RIEL THE TRACKING MAGNET 24W 809LM OPTICA GENERAL 109º 3000K 90CRI 48V ON BOARD DIMMER NEGRO IP20,TRACKS,RIEL
329,03.8009.14,LIGHT STRIPE 1500MM 30W 3K C9 BL,LUM LINEAL LED INTERIOR 1500MM RIEL THE TRACKING MAGNET 30W 1012LM OPTICA GENERAL 109º 3000K 90CRI 48V 1-10V NEGRO IP20,TRACKS,RIEL
330,03.8009.14.1V,LIGHT STRIPE 1500MM 30W 3K C9 BL,LUM LINEAL LED INTERIOR 1500MM RIEL THE TRACKING MAGNET 30W 1012LM OPTICA GENERAL 109º 3000K 90CRI 48V 1-10V NEGRO IP20,TRACKS,RIEL
373,03.8044.14.1V,SPOT 90 1-10V 8.5W 27K C9 BL,LUM SPOT LED INTERIOR 90MM PARA INTRA-STRUCTURE 8.5W 392LM AJUSTABLE OPTICA 22° 2700K 90CRI 48V 50/60Hz 1-10V NEGRO IP20,SPOTS,SPOT
480,03.8091.14,WALLEE ON BOARD DIMMER LED 10W 3K C9 BL,LUM SYSTEMS LED INTERIOR DE SOBREPONER EN RIEL 10W 465LM OPTICA ADJUSTABLE DE 96º 3000K 90CRI 48V NEGRO IP20,SYSTEMS,SYSTEM
552,03.8120.14,INFRA-STRUCTURE TUBO CIEGO 90 BL,TUBO CIEGO PARA INFRA-STRUTURE 900MM NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
553,03.8120.40,INFRA-STRUCTURE TUBO CIEGO 90 WH,TUBO CIEGO PARA INFRA-STRUTURE 900MM BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
554,03.8121.14,INFRA-STRUCTURE TUBO CIEGO 120 BL,TUBO CIEGO PARA INFRA-STRUTURE 1200MM NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
555,03.8121.40,INFRA-STRUCTURE TUBO CIEGO 120 WH,TUBO CIEGO PARA INFRA-STRUTURE 1200MM BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
556,03.8122.14,INFRA-STRUCTURE TUBO CIEGO 150 BL,TUBO CIEGO PARA INFRA-STRUTURE 1500MM NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
557,03.8122.40,INFRA-STRUCTURE TUBO CIEGO 150 WH,TUBO CIEGO PARA INFRA-STRUTURE 1500MM BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
711,03.9236.14A,LIGHT SHADOW NT 4S 10.8W 3K C9 BL,"LUM SYSTEMS  LED INTERIOR 140 x 34 x 55, DE EMPOTRAR 10,8W 768LM OPTICA FIJA SIMÉTRICA FLOOD DE 33º 3000K 90CRI 220/240 NEGRO IP44",SYSTEMS,SYSTEM
742,03.9631.14,LIGHT SHADOW TRACK 4S LED 10.8W 3K C9 BL,"LUM SYSTEMS LED INTERIOR 140x34x72 DE SOBREPONER EN RIEL 10,8W 793LM OPTICA MEDIUM DE 22º 3000K 90CRI 24V NEGRO IP20",TRACKS,RIEL
745,03.9665.14ADA,LIGHT SHADOW TRACK 4S LED 10.8W 3K C9 DALI BL,LUM SYSTEMS LED INTERIOR 140X34X72mm SOBREPONER 10.8W 784 LM OPTICA WIDE FLOOD 46° 3000K 90 CRI 24V DALI NEGRO IP20,SYSTEMS,SYSTEM
814,034704/15R1,WIREFLOW FREE-FORM 4W 27K C8 PUSH BL,"LUM DECORATIVA LED INTERIOR SUSPENDER 1X4,5W 490.30LM ÓPTICA FLOOD  2700K 80 CRI 100-240 VAC PUSH NEGRO IP20",DECORATIVO,DECORATIVA
825,036104/1BR1,WIREFLOW FREE FORM 4W 27K C8 0-10V BL,"LUM DECORATIVA LED INTERIOR SUSPENDER EN TECHO  1X4,5W 544.7LM  ÓPTICA FLOOD 2700K 80 CRI 120-277 VAC 0-10V  NEGRO IP20",DECORATIVO,DECORATIVA
863,05 2 08 HMLED3 PK3 G 45M D FAA1 277,05 2 08 HMLED3 PK3 G 45M D FAA1 277,"LOWERING DEVICE (LD): TOP LATCHING, CENTERING ARM UNIT WITH INTERNAL WINCH, 2 CIRCUITS, 8 LUMINAIRES PER POLE, HMLED 3 HIGH MAST LED 3, PK3 LED, 60HZ. 277V. SINGLE PHASE, 45 METERS POLE HEIGHT, STAINLESS STEEL 3/16 DIA, HOIST CABLES, 5/16 DIA. WINCH CABLE, FAA SINGLE AIRCRAFT WARNING LIGHT, 277V.",ACCESORIOS,ACCESORIO
864,05 2 08 HMLED3 PK3 G 45M D FAA1 277. AER,05 2 08 HMLED3 PK3 G 45M D FAA1 277,"LOWERING DEVICE (LD): TOP LATCHING, CENTERING ARM UNIT WITH INTERNAL WINCH, 2 CIRCUITS, 8 LUMINAIRES PER POLE, HMLED 3 HIGH MAST LED 3, PK3 LED, 60HZ. 277V. SINGLE PHASE, 45 METERS POLE HEIGHT, STAINLESS STEEL 3/16 DIA, HOIST CABLES, 5/16 DIA. WINCH CABLE, FAA SINGLE AIRCRAFT WARNING LIGHT, 277V.",ACCESORIOS,ACCESORIO
865,05 2 12 HMLED3 PK4 G 45M D FAA1 277,05 2 12 HMLED3 PK4 G 45M D FAA1 277,"LOWERING DEVICE (LD): TOP LATCHING, CENTERING ARM UNIT WITH INTERNAL WINCH, 2 CIRCUITS, 12 LUMINAIRES PER POLE, HMLED 3 HIGH MAST LED 3, PK3 LED, 60HZ. 277V. SINGLE PHASE, 45 METERS POLE HEIGHT, STAINLESS STEEL 3/16 DIA, HOIST CABLES, 5/16 DIA. WINCH CABLE, FAA SINGLE AIRCRAFT WARNING LIGHT, 277V.",ACCESORIOS,ACCESORIO
866,05 2 12 HMLED3 PK4 G 45M D FAA1 277. AER,05 2 12 HMLED3 PK4 G 45M D FAA1 277,"LOWERING DEVICE (LD): TOP LATCHING, CENTERING ARM UNIT WITH INTERNAL WINCH, 2 CIRCUITS, 12 LUMINAIRES PER POLE, HMLED 3 HIGH MAST LED 3, PK3 LED, 60HZ. 277V. SINGLE PHASE, 45 METERS POLE HEIGHT, STAINLESS STEEL 3/16 DIA, HOIST CABLES, 5/16 DIA. WINCH CABLE, FAA SINGLE AIRCRAFT WARNING LIGHT, 277V.",ACCESORIOS,ACCESORIO
928,054001R1,BIG BUILT IN T5 G5 234W C8 DALI PUSH CR,LUM DONWLIGHT T5 G5 INTERIOR RD EMPOTRAR EN TECHO  2X24W  /  2X39W  /  2X54W DIF. OPALIZADO 80 CRI 230 VAC DALI PUSH  CROMO IP20,DOWNLIGHTS,DOWNLIGHT
930,054093R1,BIG BUILT IN T5 G5 234W C8 DALI PUSH WH,LUM DONWLIGHT T5 G5 INTERIOR RD EMPOTRAR EN TECHO 2X24W  / 2X39W / 2X54W DIF. OPALIZADO 80 CRI 230 VAC DALI PUSH BLANCO IP20,DOWNLIGHTS,DOWNLIGHT
941,06.0082.00,ACC. CABLE ALIM 2500MM,ACCESORIO CABLE ALIMENTADOR 2500MM LED SQUAD MINI 10 UNIDS,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
944,06.1033.00,ACC. CABLE ALIM L.CURTAIN 500MM CONEXION RAPIDA DOB,CONNECTION CABLE L 500 MM - ACCESORIO DE CONEXIÓN ENTRE MÓDULOS CON CONECTOR TYCO USO INTERIOR,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
945,06.1034.00,ACC. CABLE ALIM L.CURTAIN 500MM CONEXION RAPIDA DOB,CABLE DE ALIMENTACIÓN CON CABLE DE CONEXIÓN RÁPIDA - LONGITUD MÁXIMA DE 3 METROS,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
962,06.1601.14,THE RUNNING MAGNET PERFIL BL,PERFIL INTERIOR 1500MM SOBREPONER 24V NEGRO IP20,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
963,06.1602.14,THE RUNNING MAGNET SURFACE FEED 2000MM,PERFIL ALIMENTADOR INTERIOR 2000MM SOBREPONER 24V NEGRO IP20,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
964,06.1605.14,THE RUNNING MAGNET SURFACE INTERMEDIO 1000MM,PERFIL INTERIOR 2000MM SOBREPONER INTERMEDIO 24V NEGRO IP20,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
965,06.1606.14,THE RUNNING MAGNET PERFIL BL,PERFIL INTERIOR 1500MM SOBREPONER 24V NEGRO IP20,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
966,06.1616.14A,THE RUNNING MAGNET UP&DOWN SUSPENSION 2M,PERFIL ALIMENTADOR RUNNING MAGNET UP&DOWN PARA INTERIOR DE SOBREPONER/SUSPENDER EN TECHO LONGITUD 200CM 24V ACABADO NEGRO IP20,TRACK,RIEL
967,06.1620.14A,THE RUNNING MAGNET UP&DOWN SUSPENSION 1.5M,PERFIL INTERMEDIO RUNNING MAGNET UP&DOWN PARA INTERIOR DE SOBREPONER/SUSPENDER EN TECHO LONGITUD 150CM 24V ACABADO NEGRO IP20,TRACK,RIEL
968,06.1628.14,THE RUNNING MAGNET SUSPENSION 2M,PERFIL RUNNING MAGNET PARA INTERIOR DE SOBREPONER/SUSPENDER EN TECHO LONGITUD 200CM 24V ACABADO NEGRO IP20,TRACK,RIEL
969,06.1640.14,THE RUNNING MAGNET RECESSED FEED 2000MM,THE RUNNING MAGNET RECESSED FEED UNIT PROFILE - PERFIL ELECTROMECÁNICO EMPOTRABLE 2000MM VOLTAJE 24V NEGRO IP20,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
970,06.1641.14,THE RUNNING MAGNET RECESSED FEED 2500MM,PERFIL INTERIOR 2500MM EMPOTRAR 24V NEGRO IP20,TRACK,RIEL
971,06.1642.14,THE RUNING MAGNET FEED REC 300CM BL,PERFIL ELECTROMECANICO INTERIOR DIMENSIONES 300CM DE EMPOTRAR 24V IP20 NEGRO,TRACKS,RIEL
972,06.1643.14,THE RUNNING MAGNET RECESSED INTERMEDIO 1000MM,PERFIL INTERMEDIO INTERIOR 1000MM EMPOTRAR 24V NEGRO IP20,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
974,06.1647.14,THE RUNING MAGNET INT REC 300CM BL,PERFIL ELECTROMECANICO INTERIOR DIMENSIONES 300CM DE EMPOTRAR 24V IP20 NEGRO,TRACKS,RIEL
976,06.1650.14,CORNER INTERIOR 90 THE RUNNING MAGNET REC 24V,INNER CORNER CAN BE POWERED - PERFIL ELECTROMECÁNICO EMPOTRABLE ESQUINA INTERIOR 150MM 24V NEGRO IP20,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
977,06.1800.14,THE TRACKING POWER REC 100CM BL,PERFIL TRIFASICO INTERIOR DIMENSIONES 100CM DE EMPOTRAR 220V IP20 NEGRO,TRACKS,RIEL
978,06.1801.14,THE TRACKING POWER REC 200CM BL,PERFIL TRIFASICO INTERIOR DIMENSIONES 200CM DE EMPOTRAR 220V IP20 NEGRO,TRACKS,RIEL
979,06.1802.14,THE TRACKING POWER REC 300CM BL,PERFIL TRIFASICO INTERIOR DIMENSIONES 300CM DE EMPOTRAR 220V IP20 NEGRO,TRACKS,RIEL
980,06.1805.14,THE TRACKING POWER REC CORNER 90º LEFT BL,CONECTOR INTERMEDIARIO CORNER 90º LEFT 220V,TRACKS,RIEL
981,06.1806.14,THE TRACKING POWER REC FEED LEFT BL,CONECTOR ALIMENTADOR PARA ESQUINA DERECHA 220V,TRACKS,RIEL
982,06.1807.14,THE TRACKING POWER REC FEED RIGHT BL,CONECTOR ALIMENTADOR PARA ESQUINA IZQUIERDA 220V,TRACKS,RIEL
983,06.2500.14,ZERO TRACK SURFACE PROFILE 1M,PERFIL ELECTROMECANICO PARA INTERIOR DE SOBREPONER EN TECHO/PARED LONGITUD 1 METROS  24V DIM 1-10V ACABADO NEGRO,TRACK,RIEL
984,06.2500.18,06.2500.18,,PERFILES,PERFIL
985,06.2500.40,06.2500.40,TRACK 1 MT SURF WHITE ZEROTRACK,TRACK,RIEL
987,06.2501.14,ZERO TRACK SURFACE PROFILE 2M,ZERO TRACK SURFACE PROFILE - PERFIL ELECTROMECÁNICO DE SOBREPONER 2000 MM NEGRO IP20,TRACK,RIEL
988,06.2501.18,06.2501.18,,PERFILES,PERFIL
989,06.2501.40,06.2501.40,TRACK 2 MT SURF WHITE ZEROTRACK,TRACK,RIEL
990,06.2502.14,ZERO TRACK SURFACE PROFILE 3M,PERFIL ELECTROMECANICO DE INTERIOR PARA INSTALACIÓN EN SUPERFICIE PARED/TECHO LONGITUD 3 METROS 24V DIM 1-10V,TRACK,RIEL
1002,06.2540.18,06.2540.18,,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1004,06.2542.14,ZERO TRACK SURFACE PROFILE 90º BL,PERFIL ESQUINA INTERIOR 90º  COLOR NEGRO,TRACKS,RIEL
1005,06.2542.18,06.2542.18,,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1008,06.5008.14,THE TRACKING MAGNET TAPAS,THE TRACKING MAGNET RECESSED PROFILE END CAPS - ACCESORIO PARA PERFIL EMPOTRADO SIN TRIM KIT DE 2 UNIDADES 48V NEGRO IP20,ACCESORIOS PERFIL,ACCESORIO PERFIL
1009,06.5011.40,THE TRACKING MAGNET SUR 150CM DALI/1-10V,PERFIL ELECTRO-MECANICO PARA INTERIOR LONGITUD 150CM DE SOBREPONER/SUSPENDER 48V DALI/1-10V ACABADO BLANCO IP20,TRACK,RIEL
1010,06.5012.14,THE TRACKING MAGNET SUR 200CM DALI/1-10V,THE TRACKING MAGNET SOBREPONER / SUSPENSIÓN PROFILE CASAMBI / DALI / 1-10V COMPATIBLE - PERFIL ELECTROMECÁNICO PARA INSTALACIÓN SOBREPONER O SUSPENDIDA EN TECHO INTERIOR 2000MM NEGRO 48V IP20,TRACK,RIEL
1011,06.5012.40,THE TRACKING MAGNET SUR 200CM DALI/1-10V,PERFIL ELECTRO-MECANICO PARA INTERIOR LONGITUD 200CM DE SOBREPONER/SUSPENDER 48V DALI/1-10V ACABADO BLANCO IP20,TRACK,RIEL
1012,06.5013.14,THE TRACKING MAGNET SUR 250CM DALI/1-10V,"PERFIL ELECTRO-MECANICO PARA INTERIOR LONGITUD 250CM DE 
 SOBREPONER/SUSPENDER 48V DALI/1-10V ACABADO NEGRO IP20",TRACK,RIEL
1013,06.5014.14,THE TRACKING MAGNET SUR 300CM DALI/1-10V,"PERFIL ELECTRO-MECANICO PARA INTERIOR LONGITUD 300CM DE 
 SOBREPONER/SUSPENDER 48V DALI/1-10V ACABADO NEGRO IP20",TRACK,RIEL
1014,06.5015.14,THE TRACKING MAGNET CORNER 90º DALI/1-10V,PERFIL ELECTRO-MECANICO PARA INTERIOR CORNER DE 90º 55x55 DE SOBREPONER/SUSPENDER 48V DALI/1-10V ACABADO NEGRO IP20,TRACK,RIEL
1015,06.5017.14,THE TRACKING MAGNET END CAPS,TAPAS FINALES DE RIEL THE TRACKING MAGNET SOBREPONER/ SUSPENSION 48V,TRACKS,RIEL
1016,06.5023.14,T.MAGNET EVO SUSP. UP&DOWN PROFILE 2500 BK,"THE TRACKING MAGNET UP&DOWN LED INTERIOR 2,5 x 250CM SUSPENDER 16,5W 1048LM OPTICA SIMETRICA DE 81° 3000K 90CRI 48V NEGRO  IP20",TRACK,RIEL
1018,06.5040.14,T.MAGNET EVO RECESSED PROFILE 1000 BK,THE TRACKING MAGNET RECESSED PROFILE CASAMBI / DALI / 1-10V COMPATIBLE - PERFIL ELECTROMECÁNICO PARA INSTALACIÓN EMPOTRAR EN TECHO O MURO INTERIOR 1000MM NEGRO 48V IP20,SYSTEMS,SYSTEM
1020,06.5042.14,THE TRACKING MAGNET 200CM DALI/1-10V EMPOTRAR,PERFIL ELECTROMECANICO PARA INTERIOR DE EMPOTRAR EN TECHO/PAREDES LONGITUD 200CM 48V DIM 1-10V ACABADO NEGRO IP20,TRACK,RIEL
1022,06.5044.14,THE TRACKING MAGNET 300CM DALI/1-10V EMPOTRAR,THE TRACKING MAGNET RECESSED PROFILE CASAMBI / DALI / 1-10V COMPATIBLE - PERFIL ELECTROMECÁNICO EMPOTRABLE PARA TECHO Y MURO INTERIOR 3000MM NEGRO 48V IP20,TRACK,RIEL
1023,06.5045.14,PERFIL THE TRACKING MAGNET 90°,THE TRACKING MAGNET RECESSED PROFILE 90° MECHANICAL CORNER - PERFIL ELECTROMECÁNICO EMPOTRABLE PARA TECHO Y MURO INTERIOR ESQUINA 90° 55MM NEGRO 48V IP20,ACCESORIOS PERFIL,ACCESORIO PERFIL
1024,06.5046.14,PERFIL THE TRACKING MAGNET CORNER,THE TRACKING MAGNET RECESSED PROFILE INNER MECHANICAL CORNER - PERFIL ELECTROMECÁNICO EMPOTRABLE PARA TECHO Y MURO INTERIOR ESQUINA INTERIOR 55MM NEGRO VOLTAJE 48V IP20,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
1025,06.5050.14,T.MAGNET EVO RECESSED PROFILE 1000 BL,THE TRACKING MAGNET REC PROFILE ON BOARD DIMMER 1000 48V NEGRO,SYSTEMS,SYSTEM
1026,06.5051.14,T.MAGNET EVO RECESSED PROFILE 1500 BL,THE TRACKING MAGNET REC PROFILE ON BOARD DIMMER 1500 48V NEGRO,SYSTEMS,SYSTEM
1027,06.5052.14,T.MAGNET EVO RECESSED PROFILE 2000 BL,THE TRACKING MAGNET REC PROFILE ON BOARD DIMMER 2000 48V NEGRO,SYSTEMS,SYSTEM
1029,06.5054.14,T.MAGNET EVO RECESSED PROFILE 3000 BK,THE TRACKING MAGNET REC PROFILE ON BOARD DIMMER 3000 NEGRO,SYSTEMS,SYSTEM
1030,06.5100.14,INFRA-STRUCTURE PERFIL 100 DALI/1-10V BL,PERFIL TUBULAR ELECTROMEGNETICO 1055MM  INTERIOR SOBREPONER EN ESTRUCTURA 48V ALI/1-10V DRIVER REMOTO NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1031,06.5100.40,INFRA-STRUCTURE PERFIL 100 DALI/1-10V WH,PERFIL TUBULAR ELECTROMEGNETICO 1055MM  INTERIOR SOBREPONER EN ESTRUCTURA 48V DALI/1-10V DRIVER REMOTO BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1032,06.5101.14,INFRA-STRUCTURE PERFIL 150 DALI/1-10V BL,PERFIL TUBULAR ELECTROMEGNETICO 1555MM  INTERIOR SOBREPONER EN ESTRUCTURA 48V ALI/1-10V DRIVER REMOTO NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1033,06.5101.40,INFRA-STRUCTURE PERFIL 150 DALI/1-10V WH,PERFIL TUBULAR ELECTROMEGNETICO 1555MM  INTERIOR SOBREPONER EN ESTRUCTURA 48V DALI/1-10V DRIVER REMOTO BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1034,06.5110.14,INFRA-STRUCTURE SUSPENSIÓN 10 BL,VARILLA PARA SUSPENSIÓN DE  PERFIL TUBULAR  100MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1035,06.5110.40,INFRA-STRUCTURE SUSPENSIÓN 10 WH,VARILLA PARA SUSPENSIÓN DE  PERFIL TUBULAR  100MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1036,06.5111.14,INFRA-STRUCTURE SUSPENSIÓN 30 BL,VARILLA PARA SUSPENSIÓN DE  PERFIL TUBULAR  300MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1037,06.5111.40,INFRA-STRUCTURE SUSPENSIÓN 30 WH,VARILLA PARA SUSPENSIÓN DE  PERFIL TUBULAR  300MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1038,06.5112.14,INFRA-STRUCTURE SUSPENSIÓN 40 BL,VARILLA PARA SUSPENSIÓN DE  PERFIL TUBULAR  400MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1039,06.5112.40,INFRA-STRUCTURE SUSPENSIÓN 40 WH,VARILLA PARA SUSPENSIÓN DE  PERFIL TUBULAR  400MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1040,06.5113.14,INFRA-STRUCTURE SUSPENSIÓN 70 BL,VARILLA PARA SUSPENSIÓN DE  PERFIL TUBULAR  700MM  INTERIOR SOBREPONER 48V NEGRO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
1041,06.5113.40,INFRA-STRUCTURE SUSPENSIÓN 70 WH,VARILLA PARA SUSPENSIÓN DE  PERFIL TUBULAR  700MM  INTERIOR SOBREPONER 48V BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
